is_pancake,recipe_id,servings,flour,eggs,baking_powder,baking_soda,butter,oil,buttermilk,fruit,milk,sugar,water,total_volume,std_volume,total_liquid,std_liquid,prop_liquid,total_fat,prop_fat
1,240273,8,0.5833333333333333,8,NA,NA,0.3333333333333333,NA,NA,1.5,0.5,NA,NA,1.6354166166666666,0.20442707708333333,0.5,0.0625,0.3057324934236686,0.3333333333333333,0.20382166228244572
1,235527,6,2,2,0.0208333,0.01041665,NA,0.2708333,NA,2,0.75,0.125,NA,3.1874998999999997,0.5312499833333333,0.75,0.125,0.23529412502883532,0.2708333,0.08496731246956275
1,237212,6,2.5,3,NA,NA,0.0208333,0.125,NA,NA,1,NA,0.125,4.8958333,0.8159722166666666,2.125,0.3541666666666667,0.43404255614667275,0.1458333,0.02978722743684921
1,247376,4,1.5,1,0.0625,NA,0.25,NA,NA,5,0.6666666666666666,0.3541666333333333,NA,2.8749998999999993,0.7187499749999998,0.6666666666666666,0.16666666666666666,0.23188406603654727,0.25,0.08695652476370523
1,239611,4,1,1,0.0208333,NA,NA,0.5208333,NA,NA,1.3333333333333333,0.125,NA,3.0416665333333337,0.7604166333333334,1.3333333333333333,0.3333333333333333,0.4383561835991751,0.5208333,0.17123287325952322
1,186802,4,1,1,0.0208333,0.01041665,NA,NA,2,NA,NA,0.1875,NA,3.96874995,0.9921874875,2,0.5,0.5039370142228285,0,0
1,256389,2,0.5,NA,0.01041665,0.005208325,NA,NA,NA,1,0.5,0.03124995,0.125,1.2460936583333333,0.6230468291666666,0.625,0.3125,0.5015674350160371,0,0
1,264823,2,0.25,3,0.01041665,NA,0.25,NA,NA,NA,NA,NA,0.0625,0.9010416250000001,0.45052081250000003,0.0625,0.03125,0.06936416505730242,0.25,0.2774566602292097
1,57722,6,1,3,NA,NA,NA,NA,NA,NA,1,0.125,NA,3.255208325,0.5425347208333333,1,0.16666666666666666,0.307200000786432,0,0
1,236165,4,1,1,0.0208333,0.01041665,0.125,NA,NA,NA,0.75,0.125,NA,2.2187498500000005,0.5546874625000001,0.75,0.1875,0.3380281918666946,0.125,0.056338031977782435
1,229257,5,1,1,0.03124995,NA,NA,0.1666666,NA,NA,1,NA,NA,2.3541664000000004,0.4708332800000001,1,0.2,0.4247788091784845,0.1666666,0.0707964398778268
1,234702,4,1,2,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.25,1.338541625,0.33463540625,0.25,0.0625,0.18677043382942984,0.0208333,0.015564177916394643
1,203314,4,1,4,NA,0.015624975,0.125,NA,NA,1,0.5,0.125,NA,2.8085936583333333,0.7021484145833333,0.5,0.125,0.17802504058088217,0.125,0.04450626014522054
1,238130,6,1.25,2,0.0625,NA,0.1458333,0.0208333,NA,NA,1.3333333333333333,0.0625,NA,6.395833237500001,1.06597220625,1.3333333333333333,0.2222222222222222,0.2084690584982334,0.1666666,0.026058621888826253
1,127727,4,1,2,0.0416666,0.01041665,NA,0.125,NA,NA,0.25,NA,NA,2.69791655,0.6744791375,1.5,0.375,0.5559845800271325,0.125,0.046332048335594365
1,261190,6,1,1,0.0416666,NA,NA,0.125,NA,NA,1.0625,NA,NA,2.588541525,0.43142358750000004,1.0625,0.17708333333333334,0.41046279912391975,0.125,0.04828974107340232
1,258329,6,6,1,0.125,NA,NA,1,NA,NA,0.5,0.1875,NA,7.813802083333333,1.302300347222222,0.5,0.08333333333333333,0.06398933511081487,1,0.12797867022162973
1,19680,4,0.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51041665,0.3776041625,0,0,0,0,0
1,231392,3,0.75,1,0.0416666,NA,NA,0.0625,NA,1,1,NA,NA,2.109374925,0.703124975,1,0.3333333333333333,0.47407409093004177,0.0625,0.02962963068312761
1,256738,3,0.0416666,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1249999000000002,0.37499996666666674,0,0,0,0,0
1,23908,5,2.1875,3,0.0833332,NA,NA,0.25,NA,NA,2,0.125,NA,4.90624985,0.98124997,2,0.4,0.40764332456489144,0.25,0.05095541557061143
1,240385,4,0.75,3,NA,NA,0.125,NA,NA,1,0.75,0.0625,NA,3.017708325,0.75442708125,1.75,0.4375,0.579910253586221,0.125,0.04142216097044435
1,21822,4,0.75,3,NA,NA,0.125,NA,NA,NA,0.75,NA,NA,1.6263020833333333,0.4065755208333333,0.75,0.1875,0.4611689351481185,0.125,0.07686148919135309
1,263779,12,1.5,2,0.0208333,0.01041665,0.25,0.0625,NA,1.5,1.5,0.5,NA,11.848958275,0.9874131895833332,9.5,0.7916666666666666,0.8017582457053594,0.3125,0.026373626503465766
1,88008,6,2,2,0.005208325,NA,NA,NA,NA,NA,2,0.0625,2,7.130208225,1.1883680374999999,4,0.6666666666666666,0.5609934343817848,0,0
1,236213,4,1,1,0.0208333,NA,NA,NA,NA,0.5,1,NA,NA,2.5416666,0.63541665,1,0.25,0.39344263327062645,0,0
1,84892,4,1,1,0.0416666,NA,NA,0.125,NA,1,1,0.125,NA,2.4374999,0.609374975,1,0.25,0.41025642708744314,0.125,0.05128205338593039
1,214012,10,1.5,1,0.0208333,0.005208325,NA,NA,NA,NA,NA,NA,1.5,3.32291655,0.332291655,1.5,0.15,0.45141067415611147,0,0
1,260542,8,2,2,0.0416666,0.0208333,NA,0.25,NA,NA,2,0.1875,NA,4.51041655,0.56380206875,2,0.25,0.44341802532628605,0.25,0.055427253165785756
1,24152,6,1.6666666666666665,NA,0.05208325,NA,NA,NA,1.5,2,NA,0.125,NA,3.3489582416666663,0.5581597069444444,1.5,0.25,0.44790047882278144,0,0
1,86196,4,1,1,NA,NA,0.0625,NA,NA,NA,0.5,0.0625,NA,1.625,0.40625,0.5,0.125,0.3076923076923077,0.0625,0.038461538461538464
1,244933,7,0.125,1,NA,NA,NA,0.125,NA,NA,NA,NA,NA,1.76041665,0.25148809285714285,0,0,0,0.125,0.07100591783200869
1,260272,8,0.25,2,NA,NA,NA,NA,NA,1,0.5,NA,NA,1.0208333,0.1276041625,0.5,0.0625,0.4897959343606835,0,0
1,260384,12,0.5,5,0.01041665,NA,0.5,0.0208333,NA,NA,NA,NA,0.1875,1.6106769583333334,0.13422307986111112,0.1875,0.015625,0.11641068001246992,0.5208333,0.32336297933940666
1,228413,7,4,NA,0.125,NA,NA,NA,NA,2.25,3.5,NA,NA,7.72916665,1.1041666642857142,3.5,0.5,0.45283018965569855,0,0
1,21011,4,0.75,1,0.03124995,NA,NA,0.125,NA,NA,1,0.03124995,NA,2.9374999,0.734374975,1,0.25,0.3404255435038483,0.125,0.04255319293798104
1,259205,4,1.25,6,0.0208333,NA,0.125,NA,NA,NA,NA,NA,NA,1.8229165500000002,0.45572913750000005,0,0,0,0.125,0.06857143296000028
1,239235,12,0.3333333333333333,2,NA,NA,0.125,0.25,NA,NA,NA,NA,1.25,4.633333333333333,0.38611111111111107,1.25,0.10416666666666667,0.26978417266187055,0.375,0.08093525179856116
1,240724,4,0.1875,2,NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.2473957375,0.061848934375,0,0,0,0,0
1,33176,10,1.1875,2,0.03124995,0.01041665,NA,0.1875,0.25,NA,NA,NA,2,4.020833233333334,0.40208332333333335,2.25,0.225,0.5595855061451317,0.1875,0.04663212551209431
1,269461,8,1,NA,0.03124995,NA,NA,0.3333333333333333,NA,NA,1,0.125,NA,2.5156249083333333,0.31445311354166666,1,0.125,0.397515542435349,0.3333333333333333,0.13250518081178297
1,263637,6,1.125,NA,0.0625,NA,NA,0.0625,NA,NA,1.5,0.0625,NA,3.07291665,0.512152775,1.5,0.25,0.4881355958678541,0.0625,0.020338983161160586
1,13957,4,0.5,2,0.0416666,NA,0.125,NA,NA,NA,0.75,0.0625,NA,2.98958325,0.7473958125,0.75,0.1875,0.2508710871322951,0.125,0.04181184785538252
1,50936,9,1,6,NA,NA,0.125,NA,NA,2,1.5,0.375,NA,3.0364582749999998,0.3373842527777777,1.5,0.16666666666666666,0.49399657895842486,0.125,0.04116638157986874
1,183641,2,0.5,5,NA,NA,0.125,NA,NA,NA,1,0.3125,NA,1.94791665,0.973958325,1,0.5,0.5133689883496811,0.125,0.06417112354371014
1,168281,2,1,3,NA,NA,NA,0.0625,NA,NA,0.5,NA,NA,1.57291665,0.786458325,0.5,0.25,0.3178807980702601,0.0625,0.03973509975878251
1,242242,4,2,2,0.0625,NA,NA,0.0625,NA,0.5,1.5,0.125,NA,4.1666666,1.04166665,1.5,0.375,0.3600000057600001,0.0625,0.015000000240000004
1,55395,4,1.5,4,NA,NA,NA,0.25,NA,NA,1.5,NA,NA,3.328124975,0.83203124375,1.5,0.375,0.45070422873768434,0.25,0.07511737145628072
